start time : Wed Feb 17 00:48:57 2016
end time   : Wed Feb 17 09:08:52 2016
5
0	58.4979786343
1	58.5512051053
2	58.5595402188
3	58.5118069119
4	58.6167174445
5	58.6476012336
6	58.9092538622
7	59.3235795763
8	59.6391542223
9	60.2362102932
10	60.5121527778
11	60.7830306159
12	58.6138309903
13	58.5226991442
14	58.6590745714
15	58.5371771918
16	58.8158039517
17	58.9176029629
18	58.6923539903
19	58.6668387519
20	59.3080435859
21	59.663465288
22	60.2283138699
23	60.8212526109
24	60.6384154426
25	58.6593797472
26	58.6654260423
27	58.6711112128
28	58.7027528551
29	58.8332040575
30	58.6220491197
31	58.8679788378
32	58.9981312222
33	59.2548412747
34	59.7413677639
35	60.6948310004
36	61.0275425381
37	60.6435919868
38	58.7629424201
39	58.702431149
40	58.8050452338
41	58.5800098843
42	58.8197076586
43	58.7463701036
44	58.7127308316
45	58.631702847
46	59.1753366258
47	59.4146300422
48	60.043610043
49	60.7649578518
50	60.4153243171
51	58.5318378872
52	58.6184518602
53	58.7510202196
54	58.5622588264
55	58.6124081082
56	58.270201789
57	58.60736635
58	58.8024143643
59	59.0769924588
60	59.5832422045
61	60.3180406359
62	60.0927878486
63	60.6758363512
64	58.4398464627
65	58.4013103909
66	58.4260881212
67	58.4778967963
68	58.7631395128
69	58.7865731981
70	58.4219008552
71	58.4884838528
72	58.9325171577
73	59.0144365099
74	59.7139807807
75	60.3734452989
76	60.5987387763
77	58.505176968
78	58.6208996243
79	58.4175660875
80	58.5303641425
81	58.4733865526
82	58.660276201
83	58.9338624742
84	58.4185375637
85	58.9710303413
86	58.9056388007
87	59.4384591844
88	60.1852281359
89	60.3690215217
90	60.2738575406
91	58.577577379
92	58.2607629564
93	58.5410071479
94	58.36750963
95	58.5400178697
96	58.342892117
97	58.117916531
98	58.7069515652
99	58.8152330187
100	59.727309333
101	60.0476587084
102	60.5165740119
103	60.3042644925
104	58.2282108731
105	58.5510804918
106	57.9080357022
107	58.1898464627
108	58.1255293952
109	58.2730857001
110	58.272928026
111	58.5848583645
112	58.6955735948
113	59.1834530301
114	59.7721879747
115	60.4547848172
116	60.0913433499
117	58.465233273
118	58.5361345079
119	57.9874805874
120	58.3730371263
121	58.1594802009
122	58.1861258613
123	58.5088339912
124	58.0006311205
125	58.6658443875
126	58.8680665758
127	59.8325975206
128	60.0347256131
129	60.289443122
130	58.0898263719
131	58.0476269192
132	58.4508582221
133	58.3646269904
134	58.2311583625
135	58.1256959703
136	58.2406798469
137	58.1884680854
138	58.6243633694
139	58.8499709235
140	59.6007084317
141	59.8575761583
142	60.1810561286
143	58.1337424384
144	58.2926283942
145	57.9421708849
146	58.0325219896
147	58.0757870144
148	57.9404313829
149	58.1480958727
150	58.2646437751
151	58.5288420783
152	59.1492440965
153	59.7583050198
154	60.0355623033
155	60.09066942
156	58.0431344774
157	58.0727937486
158	58.4558618334
159	57.7081442939
160	58.0775850084
161	58.1761135525
162	57.9467383491
163	58.0541284349
164	58.7566036648
165	59.1389418708
166	59.835621304
167	60.4003897773
168	60.2004208035
169	58.0468093024
170	58.0792672899
171	58.0515764025
172	58.0366660224
173	58.1844308641
174	58.0261527167
175	58.1267742581
176	58.142542945
177	58.8463418749
178	58.8137160407
179	59.6553209093
180	60.1128175524
181	60.5254876879
182	58.3318244086
183	58.253030565
184	58.0897666083
185	58.334646013
186	58.1675673591
187	58.1132918464
188	58.2026841905
189	58.3261557685
190	58.5820304023
191	59.0369584825
192	59.6552204556
193	59.7178209093
194	59.7372110155
195	57.5372170342
196	57.674847073
197	57.847776201
198	57.7069490221
199	57.5883513557
200	57.6501011319
201	57.9282065498
202	57.5540852017
203	57.9978400336
204	58.4964425829
205	59.0419722663
206	59.5668962267
207	59.5773001777
208	57.5172632005
209	57.5813119676
210	57.4801182217
211	57.4222073025
212	57.8323813544
213	57.372212304
214	57.4192598131
215	57.0770840115
216	57.6899138557
217	58.2697084215
218	58.6757206387
219	59.1005914476
220	59.5432362027
221	57.1969570584
222	57.0776002672
223	57.2770974901
224	57.0597843594
225	57.0803315904
226	57.1127552456
227	57.2909740872
228	57.0927560594
229	57.5145522224
230	57.7025672065
231	58.5361090766
232	59.0728649563
233	59.1724654304
234	57.312494066
235	57.4748412238
236	57.1534567939
237	57.4274334378
238	57.119521247
239	57.4745093452
240	57.246743944
241	57.1168178982
242	57.446012285
243	58.0044458177
244	58.5267223782
245	58.883667416
246	59.2044643826
247	58.7838367886
248	57.2449001736
249	57.1188346015
250	57.2364328172
251	57.2484707303
252	57.1358481513
253	57.0540890164
254	57.179584927
255	57.3284776476
256	57.5899331835
257	58.3712213304
258	58.9647373623
259	59.2093967862
260	59.0220112271
261	56.9568193224
262	57.2475285
263	57.1953269111
264	57.0731218126
265	57.1022203234
266	57.1350635952
267	57.2355834113
268	57.3609165616
269	57.7476429409
270	58.4575809903
271	58.673801846
272	59.3049625821
273	59.1812684801
274	57.4111739265
275	57.0900094774
276	57.0203302171
277	57.0349824693
278	57.2009307014
279	57.1898477342
280	56.9785834418
281	57.2790938483
282	57.2794740465
283	57.9972919888
284	58.5110706753
285	59.0610139635
286	59.4572465685
287	57.124142117
288	57.0918011136
289	57.2392315335
290	57.1636852688
291	57.3423542447
292	57.4771491157
293	57.0533934699
294	57.4149873522
295	57.3823182848
296	58.2438257005
297	58.6523340013
298	59.1257849799
299	59.0421769884
300	57.2928712633
301	57.1417533027
302	57.3320609199
303	57.5605587429
304	57.0780554877
305	57.4523078071
306	57.1451852587
307	57.4999330309
308	57.8718965318
309	57.8305096096
310	58.7132445441
311	59.0595694648
312	59.1622560289
313	56.9641231961
314	56.9890446133
315	56.9268892076
316	57.1515519884
317	56.9542380439
318	57.0230984158
319	57.2116652595
320	57.1444096035
321	57.836859809
322	57.8949894375
323	58.8791940477
324	59.2521519131
325	58.9732670254
326	57.1279237535
327	57.7413181729
328	57.5437282986
329	57.6702554491
330	57.702258216
331	57.6425111559
